type,pos,headword,freq_tar,freq_ref,range_tar,range_ref,likelihood,effect
raised,,,58,134,3,1,81.136,0
mine,,,58,166,3,1,65.43,0
flat,,,58,182,3,1,58.856,0
winding,,,59,11,3,1,240.3,0
forget,,,59,54,3,1,151.843,0
neck,,,59,109,3,1,99.548,0
truth,,,59,139,3,1,81.06,0
yellow,,,59,230,3,1,44.748,0
read,,,59,252,3,1,38.733,0
slept,,,60,2,3,1,287.107,0
dreadful,,,60,4,3,1,275.182,0
slipped,,,60,8,3,1,256.506,0
flowed,,,60,8,3,1,256.506,0
hung,,,60,17,3,1,225.954,0
climbing,,,60,26,3,1,203.327,0
bitter,,,60,36,3,1,183.36,0
lit,,,60,38,3,1,179.834,0
distant,,,60,50,3,1,161.106,0
roof,,,60,115,3,1,98.38,0
hole,,,60,146,3,1,79.958,0
taking,,,60,220,3,1,49.739,0
didn,,,61,0,3,0,309.522,0
guests,,,61,28,3,1,203.289,0
burden,,,61,39,3,1,182.2,0
flame,,,61,47,3,1,169.368,0
birds,,,61,52,3,1,162.158,0
chamber,,,61,142,3,1,84.743,0
purpose,,,61,301,3,1,30.783,0
leaped,,,62,0,3,0,314.597,0
elvish,,,62,4,3,1,285.076,0
lights,,,62,50,3,1,168.859,0
talking,,,62,56,3,1,160.547,0
burning,,,62,75,3,1,138.269,0
blade,,,62,82,3,1,131.27,0
vast,,,62,98,3,1,117.109,0
everything,,,62,114,3,1,104.991,0
speaking,,,62,118,3,1,102.224,0
windows,,,62,121,3,1,100.211,0
broad,,,62,195,3,1,62.741,0
changed,,,62,198,3,1,61.59,0
boat,,,62,246,3,1,45.783,0
grow,,,62,354,3,1,22.632,0
wormtongue,,,63,0,2,0,319.671,0
crept,,,63,1,3,1,309.534,0
shouted,,,63,4,3,1,290.026,0
stony,,,63,4,3,1,290.026,0
rolled,,,63,14,3,1,248.96,0
towers,,,63,59,3,1,160.397,0
thinking,,,63,63,3,1,155.38,0
spoken,,,63,64,3,1,154.166,0
steep,,,63,74,3,1,142.827,0
ways,,,63,88,3,1,129,0
drawing,,,63,95,3,1,122.818,0
thick,,,63,112,3,1,109.431,0
step,,,63,201,3,1,62.657,0
bare,,,64,27,3,1,218.53,0
ah,,,64,37,3,1,198.133,0
hurt,,,64,46,3,1,182.792,0
creature,,,64,94,3,1,126.932,0
table,,,64,255,3,1,46.958,0
fangorn,,,65,0,3,0,329.819,0
stepped,,,65,19,3,1,243.132,0
deadly,,,65,24,3,1,230.014,0
swords,,,65,35,3,1,206.098,0
tonight,,,65,48,3,1,183.645,0
greater,,,65,196,3,1,69.131,0
muttered,,,66,1,3,1,324.664,0
nay,,,66,8,3,1,285.516,0
pony,,,66,21,2,1,242.191,0
rings,,,66,38,3,1,204.613,0
boats,,,66,48,3,1,187.62,0
trying,,,66,89,3,1,138.11,0
drawn,,,66,89,3,1,138.11,0
sit,,,66,132,3,1,104.587,0
eat,,,66,151,3,1,93.155,0
fingers,,,67,15,3,1,264.408,0
asleep,,,67,16,3,1,261.229,0
roads,,,67,74,3,1,157.043,0
says,,,67,138,3,1,103.626,0
gloom,,,68,2,3,1,327.208,0
faded,,,68,11,3,1,283.089,0
ought,,,68,20,3,1,254.009,0
yourself,,,68,23,3,1,245.942,0
watched,,,68,33,3,1,222.848,0
slope,,,68,52,3,1,189.396,0
wound,,,68,100,3,1,134.757,0
huge,,,68,158,3,1,94.631,0
distance,,,68,328,3,1,35.885,0
wondered,,,69,5,3,1,314.34,0
travellers,,,69,12,3,1,284.138,0
leagues,,,69,61,3,1,180.443,0
whatever,,,69,62,3,1,179.103,0
shut,,,69,75,3,1,163.099,0
learn,,,69,205,3,1,74.646,0
shadowfax,,,70,0,3,0,355.191,0
errand,,,70,4,3,1,324.728,0
faint,,,70,22,3,1,257.602,0
listening,,,70,33,3,1,231.433,0
terror,,,70,53,3,1,195.768,0
thin,,,70,113,3,1,130.319,0
speech,,,70,154,3,1,102.322,0
trust,,,70,201,3,1,78.684,0
anduin,,,71,0,3,0,360.265,0
haste,,,71,2,3,1,342.261,0
shone,,,71,5,3,1,324.212,0
enemies,,,71,42,3,1,218.061,0
snow,,,71,76,3,1,169.174,0
learned,,,71,76,3,1,169.174,0
feeling,,,71,96,3,1,148.33,0
dangerous,,,71,102,3,1,142.83,0
whom,,,71,412,3,1,24.889,0
doing,,,72,85,3,1,162.776,0
passage,,,72,102,3,1,146.131,0
shape,,,72,196,3,1,85.73,0
whole,,,72,357,3,1,35.984,0
nine,,,72,364,3,1,34.588,0
opening,,,72,372,3,1,33.048,0
butterbur,,,73,0,2,0,370.414,0
beregond,,,73,0,1,0,370.414,0
seldom,,,73,12,3,1,303.185,0
ears,,,73,16,3,1,289.203,0
anyway,,,73,24,3,1,265.828,0
gathered,,,73,50,3,1,212.465,0
borders,,,73,55,3,1,204.571,0
dear,,,73,61,3,1,195.778,0
aware,,,73,84,3,1,167.379,0
tried,,,73,120,3,1,134.195,0
names,,,73,154,3,1,110.653,0
fast,,,73,233,3,1,72.567,0
lórien,,,74,0,3,0,375.488,0
westward,,,74,26,3,1,265.161,0
worse,,,74,31,3,1,253.174,0
sitting,,,74,41,3,1,232.424,0
quiet,,,74,51,3,1,214.862,0
dawn,,,74,116,3,1,140.569,0
mouth,,,74,123,3,1,134.974,0
closed,,,74,254,3,1,67.096,0
isildur,,,75,0,3,0,380.562,0
guessed,,,75,3,3,1,355.625,0
alas,,,75,6,3,1,338.774,0
noise,,,75,83,3,1,175.61,0
met,,,75,206,3,1,88.462,0
dream,,,75,214,3,1,84.894,0
tidings,,,76,0,3,0,385.636,0
slopes,,,76,21,3,1,287.745,0
walking,,,76,79,3,1,183.837,0
goes,,,76,138,3,1,129.933,0
stair,,,77,11,3,1,326.212,0
heads,,,77,55,3,1,220.467,0
quick,,,77,63,3,1,208.414,0
rain,,,77,107,3,1,158.178,0
hours,,,77,218,3,1,87.906,0
orthanc,,,78,0,3,0,395.785,0
tired,,,78,17,3,1,309.326,0
clad,,,78,18,3,1,306.096,0
hundred,,,78,235,3,1,83.04,0
floor,,,78,287,3,1,64.345,0
suppose,,,79,11,3,1,335.833,0
stopped,,,79,71,3,1,205.042,0
cloud,,,79,79,3,1,194.843,0
desire,,,79,129,3,1,145.906,0
kind,,,79,259,3,1,75.971,0
captain,,,79,463,3,1,26.999,0
nearer,,,80,8,3,1,353.636,0
happened,,,80,55,3,1,232.504,0
counsel,,,80,57,3,1,229.284,0
cliff,,,80,97,3,1,178.179,0
moving,,,80,152,3,1,132.08,0
except,,,80,228,3,1,90.67,0
baggins,,,81,4,3,1,379.408,0
paths,,,81,11,3,1,345.466,0
empty,,,81,54,3,1,238.193,0
danger,,,81,66,3,1,219.632,0
houses,,,81,167,3,1,125.178,0
whether,,,81,342,3,1,54.201,0
steps,,,82,35,3,1,279.078,0
speed,,,82,509,3,1,23.99,0
fled,,,83,39,3,1,274.688,0
riding,,,83,91,3,1,195.305,0
broke,,,83,96,3,1,189.775,0
try,,,83,404,3,1,43.034,0
galadriel,,,84,22,3,1,321.59,0
lying,,,84,28,3,1,304.882,0
arm,,,84,232,3,1,98.496,0
vanished,,,85,12,3,1,360.677,0
helm,,,85,13,3,1,356.733,0
shining,,,85,13,3,1,356.733,0
dwarves,,,85,13,3,1,356.733,0
clouds,,,85,18,3,1,338.821,0
knows,,,85,41,3,1,279.082,0
passing,,,85,92,3,1,201.369,0
drink,,,85,98,3,1,194.687,0
slow,,,85,111,3,1,181.342,0
kings,,,85,151,3,1,147.729,0
window,,,85,166,3,1,137.313,0
matter,,,85,270,3,1,84.993,0
companions,,,86,30,3,1,308.71,0
myself,,,86,32,3,1,303.726,0
tongue,,,86,36,3,1,294.292,0
mighty,,,86,38,3,1,289.816,0
narrow,,,86,143,3,1,156.821,0
really,,,86,198,3,1,120.692,0
deal,,,86,393,3,1,50.215,0
length,,,86,441,3,1,40.109,0
room,,,86,491,3,1,31.399,0
bowed,,,87,2,3,1,422.647,0
softly,,,87,4,3,1,409.295,0
hearts,,,87,23,3,1,332.439,0
safe,,,87,99,3,1,200.692,0
ill,,,88,82,3,1,224.583,0
hair,,,88,266,3,1,93.331,0
outside,,,88,503,3,1,32.037,0
tales,,,89,55,3,1,269.144,0
getting,,,89,86,3,1,223.224,0
bed,,,89,112,3,1,194.051,0
singing,,,89,114,3,1,192.057,0
lies,,,89,160,3,1,153.31,0
inside,,,89,291,3,1,85.877,0
care,,,89,397,3,1,54.252,0
sudden,,,90,38,3,1,307.242,0
faces,,,90,40,3,1,302.786,0
nice,,,90,43,3,1,296.359,0
bore,,,90,65,3,1,256.562,0
straight,,,90,145,3,1,167.784,0
rider,,,90,222,3,1,118.38,0
dim,,,91,30,3,1,331.162,0
ancient,,,91,387,3,1,60.174,0
host,,,91,491,3,1,37.977,0
bridge,,,91,498,3,1,36.765,0
smoke,,,92,62,3,1,269.435,0
opened,,,92,341,3,1,75.113,0
given,,,92,575,3,1,26.394,0
peril,,,93,2,3,1,452.829,0
moria,,,93,6,3,1,427.62,0
mist,,,93,15,3,1,387.337,0
sure,,,93,58,3,1,280.314,0
watch,,,93,186,3,1,147.375,0
soft,,,93,187,3,1,146.731,0
escape,,,93,252,3,1,111.277,0
breath,,,94,23,3,1,364.788,0
hardly,,,94,28,3,1,350.15,0
poor,,,94,237,3,1,121.026,0
TRUE,,,94,348,3,1,76.875,0
nearly,,,94,368,3,1,70.843,0
cloak,,,95,57,3,1,290.326,0
horn,,,95,106,3,1,221.473,0
remained,,,95,276,3,1,105.406,0
growing,,,96,151,3,1,181.941,0
secret,,,96,318,3,1,91.128,0
eastward,,,97,14,3,1,410.377,0
legs,,,97,37,3,1,340.376,0
swift,,,97,53,3,1,306.086,0
unless,,,97,72,3,1,273.49,0
elven,,,98,5,3,1,458.09,0
wise,,,98,51,3,1,314.2,0
trouble,,,98,102,3,1,236.901,0
memory,,,98,187,3,1,161.256,0
cast,,,98,516,3,1,43.185,0
peace,,,99,359,3,1,83.352,0
farewell,,,100,22,3,1,395.905,0
bag,,,100,54,3,1,316.782,0
aside,,,100,90,3,1,259.382,0
spring,,,100,392,3,1,75.217,0
gates,,,101,16,3,1,421.76,0
wizard,,,101,30,3,1,376.463,0
ask,,,101,301,3,1,108.883,0
lifted,,,102,17,3,1,422.763,0
afraid,,,102,24,3,1,398.823,0
falling,,,102,40,3,1,355.311,0
rising,,,102,83,3,1,276.737,0
talk,,,102,214,3,1,155.336,0
forth,,,103,70,3,1,300.683,0
fields,,,103,121,3,1,233.501,0
places,,,104,228,3,1,152.494,0
chance,,,105,169,3,1,195.884,0
stand,,,105,420,3,1,76.58,0
forgotten,,,106,25,3,1,414.278,0
tale,,,106,139,3,1,225.588,0
bear,,,106,204,3,1,173.25,0
walk,,,106,265,3,1,137.619,0
bank,,,106,665,3,1,30.082,0
kept,,,107,105,3,1,266.368,0
friend,,,107,549,3,1,49.844,0
éowyn,,,108,0,2,0,548.016,0
bent,,,108,24,3,1,426.798,0
neither,,,108,128,3,1,243.64,0
guard,,,108,365,3,1,99.923,0
living,,,108,600,3,1,42.123,0
glad,,,109,4,3,1,519.164,0
swiftly,,,109,14,3,1,468.208,0
reached,,,109,238,3,1,160.392,0
till,,,109,298,3,1,129.203,0
golden,,,109,320,3,1,119.53,0
meet,,,109,537,3,1,55.183,0
lie,,,110,258,3,1,151.762,0
hidden,,,111,89,3,1,303.071,0
miles,,,111,232,3,1,169.587,0
ere,,,112,0,3,0,568.314,0
weary,,,112,4,3,1,534.174,0
climbed,,,112,9,3,1,505.71,0
ready,,,112,113,3,1,275.022,0
stay,,,112,289,3,1,140.917,0
doors,,,113,27,3,1,440.542,0
woods,,,113,84,3,1,318.414,0
seem,,,113,209,3,1,190.502,0
bit,,,114,112,3,1,283.633,0
bring,,,114,528,3,1,64.956,0
turning,,,115,57,3,1,374.434,0
dwarf,,,115,58,3,1,372.401,0
understand,,,115,165,3,1,231.54,0
tirith,,,116,0,3,0,588.612,0
cry,,,116,73,3,1,348.5,0
remember,,,116,118,3,1,283.68,0
beneath,,,117,78,3,1,344.064,0
wait,,,117,125,3,1,279.065,0
gold,,,117,538,3,1,67.552,0
hall,,,117,671,3,1,42.245,0
cut,,,118,364,3,1,122.212,0
rivendell,,,119,6,3,1,556.678,0
else,,,119,62,3,1,381.392,0
sent,,,119,305,3,1,150.74,0
edge,,,120,215,3,1,207.242,0
running,,,120,319,3,1,146.474,0
standing,,,121,203,3,1,219.255,0.001
taken,,,121,316,3,1,150.403,0.001
elf,,,122,32,3,1,466.938,0.001
quickly,,,123,294,3,1,166.726,0.001
times,,,123,572,3,1,69.563,0.001
mark,,,123,719,3,1,42.321,0.001
doom,,,124,36,3,1,464.527,0.001
returned,,,124,423,3,1,113.349,0.001
led,,,124,537,3,1,79.544,0.001
rather,,,124,554,3,1,75.381,0.001
bright,,,125,91,3,1,355.211,0.001
quite,,,125,172,3,1,258.363,0.001
middle,,,125,560,3,1,75.623,0.001
ents,,,127,1,2,1,632.9,0.001
halted,,,127,14,3,1,555.505,0.001
silence,,,127,56,3,1,428.249,0.001
filled,,,128,73,3,1,398.132,0.001
evening,,,128,138,3,1,303.866,0.001
below,,,128,424,3,1,121.508,0.001
short,,,128,821,3,1,34.025,0.001
bree,,,130,12,3,1,579.374,0.001
fallen,,,130,38,3,1,486.28,0.001
themselves,,,130,328,3,1,167.265,0.001
mean,,,130,571,3,1,81.405,0.001
horses,,,131,56,3,1,445.663,0.001
plain,,,131,124,3,1,331.848,0.001
stones,,,132,50,3,1,464.046,0.001
seems,,,132,95,3,1,376.826,0.001
anything,,,132,102,3,1,366.074,0.001
caught,,,133,81,3,1,404.321,0.001
strong,,,133,458,3,1,120.084,0.001
word,,,133,470,3,1,116.013,0.001
sight,,,135,103,3,1,376.376,0.001
always,,,135,318,3,1,185.516,0.001
food,,,135,477,3,1,117.78,0.001
sprang,,,136,6,3,1,641.379,0.001
foot,,,137,254,3,1,230.54,0.001
precious,,,138,32,3,1,541.081,0.001
o,,,138,1024,3,1,22.01,0.001
voices,,,139,53,3,1,487.815,0.001
ahead,,,139,132,3,1,351.57,0.001
low,,,139,908,3,1,34.935,0.001
laughed,,,141,1,3,1,703.735,0.001
sauron,,,141,6,3,1,666.328,0.001
leaves,,,141,119,3,1,376.509,0.001
wild,,,141,298,3,1,213.404,0.001
eye,,,141,371,3,1,173.933,0.001
heavy,,,141,403,3,1,159.314,0.001
won,,,141,843,3,1,45.74,0.001
isengard,,,142,0,3,0,720.549,0.001
denethor,,,142,0,3,0,720.549,0.001
either,,,143,553,3,1,109.777,0.001
every,,,143,946,3,1,34.535,0.001
lands,,,144,77,3,1,457.65,0.001
feel,,,144,329,3,1,203.516,0.001
tom,,,144,377,3,1,178.545,0.001
close,,,144,771,3,1,61.152,0.001
laid,,,145,70,3,1,475.974,0.001
arms,,,145,102,3,1,417.689,0.001
full,,,145,833,3,1,52.134,0.001
guess,,,146,14,3,1,648.205,0.001
stars,,,146,183,3,1,319.079,0.001
followed,,,146,273,3,1,244.078,0.001
turn,,,146,696,3,1,78.817,0.001
answer,,,147,102,3,1,425.718,0.001
comes,,,148,185,3,1,323.962,0.001
stream,,,148,198,3,1,311.214,0.001
fall,,,148,691,3,1,83.09,0.001
walked,,,149,26,3,1,613.277,0.001
moon,,,149,222,3,1,292.792,0.001
doubt,,,150,72,3,1,493.251,0.001
treebeard,,,151,0,2,0,766.22,0.001
broken,,,152,134,3,1,398.027,0.001
strength,,,152,193,3,1,329.707,0.001
sea,,,152,689,3,1,90.063,0.001
minas,,,153,4,3,1,739.772,0.001
none,,,154,175,3,1,355.529,0.001
hour,,,154,483,3,1,156.381,0.001
mountain,,,155,409,3,1,190.649,0.001
held,,,156,665,3,1,102.759,0.001
sméagol,,,157,0,3,0,796.668,0.001
valley,,,157,445,3,1,179.027,0.001
save,,,158,245,3,1,302.364,0.001
forest,,,158,438,3,1,184.548,0.001
news,,,158,605,3,1,123.079,0.001
re,,,158,615,3,1,120.12,0.001
hard,,,159,291,3,1,270.227,0.001
earth,,,160,566,3,1,139.373,0.001
horse,,,161,309,3,1,263.727,0.001
does,,,163,351,3,1,242.777,0.001
want,,,163,371,3,1,231.165,0.001
lady,,,164,342,3,1,251.052,0.001
journey,,,165,129,3,1,455.368,0.001
lost,,,165,473,3,1,185.826,0.001
told,,,166,147,3,1,433.804,0.001
further,,,166,381,3,1,233.641,0.001
less,,,168,697,3,1,115.681,0.001
open,,,168,1138,3,1,37.549,0.001
half,,,169,718,3,1,111.946,0.001
across,,,170,648,3,1,133.314,0.001
friends,,,172,182,3,1,412.308,0.001
battle,,,176,836,3,1,95.669,0.001
son,,,176,1348,3,1,24.528,0.001
wood,,,177,312,3,1,309.427,0.001
grass,,,178,82,3,1,592.608,0.001
pale,,,179,31,3,1,737.624,0.001
silver,,,179,570,3,1,178.464,0.001
ride,,,180,195,3,1,426.253,0.001
elrond,,,182,1,3,1,911.286,0.001
shadows,,,182,52,3,1,684.2,0.001
perhaps,,,182,172,3,1,461.407,0.001
course,,,182,591,3,1,177.143,0.001
longer,,,183,165,3,1,474.295,0.001
orc,,,184,1,3,1,921.414,0.001
silent,,,185,74,3,1,641.047,0.001
alone,,,190,392,3,1,293.484,0.001
walls,,,191,86,3,1,640.187,0.001
done,,,191,176,3,1,490.047,0.001
forward,,,193,276,3,1,389.423,0.001
ago,,,194,98,3,1,627.936,0.001
help,,,194,768,3,1,143.774,0.001
pass,,,196,541,3,1,230.001,0.001
give,,,196,1377,3,1,38.583,0.001
rose,,,197,272,3,1,406.342,0.001
least,,,199,467,3,1,274.435,0.001
power,,,199,1334,3,1,46.046,0.001
tall,,,200,98,3,1,653.539,0.001
gave,,,200,309,3,1,383.688,0.001
grew,,,201,127,3,1,603.013,0.001
wonder,,,203,85,3,1,694.655,0.001
brought,,,204,235,3,1,467.503,0.001
rohan,,,205,6,3,1,986.694,0.001
rode,,,206,16,3,1,932.984,0.001
tower,,,206,349,3,1,370.698,0.001
almost,,,206,540,3,1,255.105,0.001
red,,,206,898,3,1,130.689,0.001
drew,,,207,73,3,1,741.101,0.001
path,,,207,111,3,1,657.287,0.001
beside,,,209,30,3,1,884.914,0.001
sound,,,209,530,3,1,267.587,0.001
rest,,,211,422,3,1,334.401,0.001
sky,,,214,102,3,1,705.235,0.001
keep,,,214,388,3,1,366.318,0.001
maybe,,,215,26,3,1,930.409,0.001
strange,,,215,73,3,1,776.945,0.001
sleep,,,215,87,3,1,742.68,0.001
tree,,,216,285,3,1,458.03,0.001
asked,,,217,139,3,1,647.76,0.001
hobbit,,,218,11,3,1,1019.788,0.001
called,,,218,989,3,1,128.985,0.001
théoden,,,222,0,2,0,1126.526,0.001
mordor,,,223,8,3,1,1063.392,0.001
better,,,223,602,3,1,267.906,0.001
éomer,,,224,0,2,0,1136.676,0.001
morning,,,224,267,3,1,503.763,0.001
ran,,,225,179,3,1,616.426,0.001
wall,,,226,433,3,1,370.728,0.001
hear,,,227,171,3,1,636.232,0.001
cold,,,228,177,3,1,631.125,0.001
air,,,228,1575,3,1,47.659,0.001
wide,,,229,452,3,1,366.837,0.001
clear,,,230,314,3,1,477.733,0.001
dead,,,230,448,3,1,372.378,0.001
strider,,,232,4,3,1,1137.382,0.001
knew,,,232,55,3,1,905.886,0.001
hills,,,233,94,3,1,805.525,0.001
hill,,,233,615,3,1,286.522,0.001
together,,,233,799,3,1,211.558,0.001
thing,,,234,328,3,1,478.159,0.001
along,,,234,1274,3,1,95.685,0.001
riders,,,237,45,3,1,962.488,0.001
door,,,237,233,3,1,589.51,0.001
looking,,,238,110,3,1,791.619,0.001
enough,,,238,336,3,1,484.158,0.001
ground,,,238,621,3,1,296.134,0.001
evil,,,239,140,3,1,736.62,0.001
something,,,239,242,3,1,585.878,0.001
without,,,239,878,3,1,197.635,0.001
darkness,,,240,46,3,1,973.167,0.001
wish,,,241,149,3,1,728.749,0.001
sword,,,243,342,3,1,495.293,0.001
nor,,,244,154,3,1,732.327,0.001
hands,,,246,99,3,1,851.044,0.001
speak,,,246,291,3,1,555.598,0.001
leave,,,246,963,3,1,185.448,0.001
among,,,247,950,3,1,191.172,0.001
enemy,,,248,202,3,1,672.629,0.001
why,,,249,210,3,1,665.152,0.001
fair,,,251,169,3,1,735.408,0.001
ve,,,252,51,3,1,1012.532,0.001
coming,,,255,149,3,1,786.621,0.001
mind,,,255,244,3,1,642.676,0.001
elves,,,260,6,3,1,1262.998,0.001
slowly,,,260,78,3,1,967.045,0.001
put,,,263,550,3,1,401.678,0.001
another,,,264,1468,3,1,102.768,0.001
against,,,264,2188,3,1,24.908,0.001
spoke,,,266,59,3,1,1051.626,0.001
few,,,267,844,3,1,268.609,0.001
company,,,268,1853,3,1,55.846,0.001
gondor,,,269,0,3,0,1365.05,0.001
cannot,,,269,0,3,0,1365.05,0.001
east,,,274,1546,3,1,102.995,0.001
already,,,275,422,3,1,530.005,0.001
need,,,275,543,3,1,440.407,0.001
boromir,,,278,6,3,1,1353.555,0.001
green,,,278,663,3,1,377.676,0.001
saruman,,,280,6,3,1,1363.62,0.001
nothing,,,280,211,3,1,784.69,0.001
near,,,280,1172,3,1,190.084,0.001
moment,,,281,183,3,1,833.709,0.001
since,,,281,2138,3,1,40.325,0.001
words,,,283,143,3,1,915.97,0.001
answered,,,284,10,3,1,1355.547,0.001
sat,,,285,37,3,1,1222.661,0.001
others,,,286,704,3,1,377.011,0.001
river,,,287,1722,3,1,92.242,0.001
heart,,,289,375,3,1,618.993,0.001
began,,,289,727,3,1,372.989,0.001
gone,,,292,80,3,1,1107.646,0.001
felt,,,293,127,3,1,992.962,0.001
north,,,296,2482,3,1,26.149,0.001
faramir,,,297,0,3,0,1507.152,0.001
mountains,,,297,96,3,1,1085.983,0.001
west,,,298,1929,3,1,77.055,0.001
wind,,,307,331,3,1,728.873,0.001
just,,,308,1100,3,1,264.875,0.001
gate,,,309,129,3,1,1058.315,0.001
might,,,310,326,3,1,745.546,0.001
face,,,311,501,3,1,579.931,0.001
got,,,312,211,3,1,912.631,0.001
tell,,,312,466,3,1,612.187,0.001
round,,,312,1067,3,1,284.322,0.001
mr,,,321,445,3,1,660.515,0.001
shire,,,323,51,3,1,1349.574,0.001
folk,,,326,132,3,1,1125.98,0.001
fire,,,326,900,3,1,382.52,0.001
towards,,,328,394,3,1,734.517,0.001
voice,,,330,391,3,1,744.685,0.001
head,,,330,953,3,1,368.688,0.001
those,,,331,1220,3,1,272.467,0.001
man,,,334,1993,3,1,108.942,0.001
such,,,334,2784,3,1,30.526,0.001
took,,,335,656,3,1,540.121,0.001
shadow,,,336,196,3,1,1037.14,0.001
sun,,,338,451,3,1,711.974,0.001
fear,,,339,174,3,1,1091.827,0.001
legolas,,,340,8,3,1,1650.526,0.001
indeed,,,342,114,3,1,1241.465,0.001
orcs,,,343,1,3,1,1727.1,0.001
until,,,344,2110,3,1,104.112,0.001
right,,,345,1088,3,1,348.094,0.001
set,,,346,1207,3,1,307.161,0.001
feet,,,348,107,3,1,1287.261,0.001
look,,,350,401,3,1,804.546,0.001
stone,,,350,465,3,1,739.18,0.001
yes,,,352,64,3,1,1439.636,0.001
above,,,352,588,3,1,639.912,0.001
high,,,354,2781,3,1,43.933,0.001
how,,,356,724,3,1,556.582,0.001
days,,,359,457,3,1,777.67,0.001
never,,,359,726,3,1,563.886,0.001
find,,,359,1312,3,1,299.078,0.001
bilbo,,,367,8,3,1,1786.352,0.002
cried,,,369,2,3,1,1848.021,0.002
beyond,,,369,249,3,1,1080.302,0.002
get,,,369,999,3,1,442.035,0.002
grey,,,372,107,3,1,1396.575,0.002
lay,,,373,392,3,1,897.393,0.002
once,,,373,808,3,1,552.8,0.002
soon,,,374,529,3,1,759.99,0.002
take,,,374,2226,3,1,122.823,0.002
seen,,,376,285,3,1,1051.267,0.002
hope,,,378,286,3,1,1057.643,0.002
water,,,384,1257,3,1,370.105,0.002
these,,,384,2422,3,1,107.332,0.002
deep,,,385,244,3,1,1153.864,0.002
own,,,386,1574,3,1,273.281,0.002
gimli,,,390,4,3,1,1935.137,0.002
turned,,,390,146,3,1,1375.418,0.002
fell,,,394,112,3,1,1482.958,0.002
found,,,394,1198,3,1,415.139,0.002
king,,,395,1437,3,1,331.183,0.002
ll,,,396,50,3,1,1704.844,0.002
lord,,,401,652,3,1,743.01,0.002
master,,,407,640,3,1,771.682,0.002
himself,,,410,778,3,1,677.77,0.002
going,,,411,193,3,1,1360.693,0.002
side,,,421,1141,3,1,503.787,0.002
suddenly,,,423,70,3,1,1755.344,0.002
white,,,423,1101,3,1,527.726,0.002
trees,,,426,71,3,1,1765.916,0.002
things,,,429,124,3,1,1608.9,0.002
gollum,,,432,15,3,1,2063.477,0.002
land,,,434,1222,3,1,498.61,0.002
much,,,450,1026,3,1,637.352,0.002
made,,,454,1475,3,1,441.728,0.002
let,,,459,263,3,1,1425.662,0.002
don,,,460,201,3,1,1555.466,0.002
left,,,465,928,3,1,738.398,0.002
though,,,468,830,3,1,814.637,0.002
should,,,470,650,3,1,968.651,0.002
passed,,,472,170,3,1,1681.184,0.002
am,,,473,375,3,1,1297.961,0.002
end,,,476,2066,3,1,304.317,0.002
day,,,481,2315,3,1,255.051,0.002
black,,,485,1016,3,1,739.802,0.002
ring,,,487,282,3,1,1507.189,0.002
heard,,,488,73,3,1,2054.805,0.002
think,,,489,397,3,1,1328.336,0.002
under,,,491,2989,3,1,151.768,0.002
ever,,,493,528,3,1,1174.69,0.002
other,,,503,4696,3,1,20.884,0.002
too,,,504,463,3,1,1295.219,0.002
off,,,507,1357,3,1,614.72,0.002
good,,,510,817,3,1,954.831,0.002
stood,,,511,64,3,1,2202.242,0.002
hand,,,513,575,3,1,1193.397,0.002
behind,,,524,472,3,1,1358.992,0.002
night,,,530,613,3,1,1212.195,0.002
say,,,530,1194,3,1,758.866,0.002
saw,,,538,233,3,1,1823.921,0.002
thought,,,540,250,3,1,1795.501,0.002
through,,,559,2450,3,1,351.522,0.002
while,,,563,2771,3,1,285.741,0.002
road,,,565,1496,3,1,692.763,0.002
hobbits,,,570,5,3,1,2836.23,0.002
little,,,587,675,3,1,1346.871,0.002
merry,,,598,42,3,1,2731.881,0.002
very,,,598,1302,3,1,882.517,0.002
light,,,603,902,3,1,1182.25,0.002
eyes,,,615,101,3,1,2555.211,0.003
looked,,,619,41,3,1,2841.051,0.003
its,,,626,5965,3,1,21.56,0.003
our,,,663,442,3,1,1950.314,0.003
where,,,665,3146,3,1,364.477,0.003
may,,,671,3589,3,1,285.798,0.003
know,,,674,1643,3,1,897.152,0.003
even,,,678,1068,3,1,1284.246,0.003
shall,,,682,88,3,1,2928.565,0.003
pippin,,,685,11,3,1,3365.342,0.003
seemed,,,687,31,3,1,3236.381,0.003
must,,,694,518,3,1,1953.009,0.003
any,,,694,1398,3,1,1093.878,0.003
time,,,694,5464,3,1,85.282,0.003
went,,,708,458,3,1,2106.347,0.003
aragorn,,,722,12,3,1,3543.885,0.003
old,,,722,1640,3,1,1026.312,0.003
an,,,725,6596,3,1,37.233,0.003
has,,,727,3987,3,1,292.521,0.003
well,,,731,2405,3,1,700.349,0.003
way,,,736,1277,3,1,1302.283,0.003
only,,,753,3625,3,1,399.225,0.003
yet,,,767,355,3,1,2550.782,0.003
men,,,771,620,3,1,2103.328,0.003
over,,,782,3399,3,1,498.917,0.003
dark,,,788,342,3,1,2670.195,0.003
did,,,788,814,3,1,1913.05,0.003
last,,,788,1483,3,1,1311.45,0.003
here,,,804,399,3,1,2617.74,0.003
than,,,815,2472,3,1,861.553,0.003
far,,,817,890,3,1,1929.925,0.003
can,,,826,2994,3,1,696.402,0.003
upon,,,836,649,3,1,2314.973,0.003
see,,,848,1752,3,1,1309.061,0.004
